type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,4,33.0,21
isi,3.96,3.0,4,33.0,49
isi,3.96,3.0,32,267.0,70
isi,3.96,3.0,2,17.0,42
blank,3.96,3.0,0,0.0,46
blank,3.96,3.0,0,0.0,69
blank,3.96,3.0,0,0.0,73
isi,3.96,3.0,8,67.0,40
isi,3.96,3.0,8,67.0,2
isi,3.96,3.0,4,33.0,16
dur,3.96,3.0,32,267.0,3
dur,3.96,3.0,64,533.0,56
dur,3.96,3.0,4,33.0,14
isi,3.96,3.0,2,17.0,27
dur,3.96,3.0,4,33.0,19
dur,3.96,3.0,16,134.0,32
blank,3.96,3.0,0,0.0,26
blank,3.96,3.0,0,0.0,43
blank,3.96,3.0,0,0.0,8
dur,3.96,3.0,32,267.0,62
isi,3.96,3.0,64,533.0,74
blank,3.96,3.0,0,0.0,41
blank,3.96,3.0,0,0.0,20
dur,3.96,3.0,16,134.0,66
blank,3.96,3.0,0,0.0,64
dur,3.96,3.0,8,67.0,5
dur,3.96,3.0,2,17.0,4
dur,3.96,3.0,0,0.0,38
dur,3.96,3.0,2,17.0,44
isi,3.96,3.0,32,267.0,68
dur,3.96,3.0,16,134.0,65
blank,3.96,3.0,0,0.0,54
blank,3.96,3.0,0,0.0,34
isi,3.96,3.0,4,33.0,29
dur,3.96,3.0,8,67.0,22
isi,3.96,3.0,16,134.0,12
blank,3.96,3.0,0,0.0,23
dur,3.96,3.0,64,533.0,58
dur,3.96,3.0,0,0.0,9
blank,3.96,3.0,0,0.0,28
isi,3.96,3.0,16,134.0,75
blank,3.96,3.0,0,0.0,50
dur,3.96,3.0,0,0.0,35
dur,3.96,3.0,8,67.0,31
dur,3.96,3.0,64,533.0,55
dur,3.96,3.0,0,0.0,76
isi,3.96,3.0,2,17.0,71
dur,3.96,3.0,32,267.0,13
isi,3.96,3.0,64,533.0,36
dur,3.96,3.0,32,267.0,48
isi,3.96,3.0,32,267.0,15
isi,3.96,3.0,2,17.0,51
isi,3.96,3.0,8,67.0,47
isi,3.96,3.0,16,134.0,72
isi,3.96,3.0,16,134.0,37
isi,3.96,3.0,8,67.0,33
dur,3.96,3.0,8,67.0,1
dur,3.96,3.0,16,134.0,59
isi,3.96,3.0,64,533.0,61
isi,3.96,3.0,64,533.0,17
isi,3.96,3.0,2,17.0,24
dur,3.96,3.0,2,17.0,53
dur,3.96,3.0,32,267.0,18
dur,3.96,3.0,0,0.0,39
dur,3.96,3.0,64,533.0,57
dur,3.96,3.0,64,533.0,7
isi,3.96,3.0,4,33.0,67
blank,3.96,3.0,0,0.0,11
dur,3.96,3.0,8,67.0,52
isi,3.96,3.0,8,67.0,45
dur,3.96,3.0,4,33.0,77
dur,3.96,3.0,2,17.0,10
dur,3.96,3.0,16,134.0,25
blank,3.96,3.0,0,0.0,78
isi,3.96,3.0,32,267.0,6
isi,3.96,3.0,16,134.0,0
isi,3.96,3.0,4,33.0,30
dur,3.96,3.0,4,33.0,60
blank,3.96,3.0,0,0.0,63
