type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,16,134.0,18
isi,3.96,3.0,64,533.0,34
isi,3.96,3.0,32,267.0,15
dur,3.96,3.0,16,134.0,62
isi,3.96,3.0,2,17.0,4
isi,3.96,3.0,8,67.0,71
dur,3.96,3.0,0,0.0,29
isi,3.96,3.0,4,33.0,69
isi,3.96,3.0,4,33.0,1
dur,3.96,3.0,16,134.0,75
isi,3.96,3.0,16,134.0,13
blank,3.96,3.0,0,0.0,35
blank,3.96,3.0,0,0.0,19
blank,3.96,3.0,0,0.0,49
dur,3.96,3.0,0,0.0,64
blank,3.96,3.0,0,0.0,14
dur,3.96,3.0,4,33.0,78
dur,3.96,3.0,64,533.0,59
isi,3.96,3.0,4,33.0,33
dur,3.96,3.0,2,17.0,39
dur,3.96,3.0,4,33.0,3
isi,3.96,3.0,32,267.0,28
isi,3.96,3.0,8,67.0,25
isi,3.96,3.0,2,17.0,8
isi,3.96,3.0,2,17.0,51
isi,3.96,3.0,8,67.0,68
isi,3.96,3.0,64,533.0,47
isi,3.96,3.0,32,267.0,38
isi,3.96,3.0,32,267.0,74
isi,3.96,3.0,64,533.0,27
dur,3.96,3.0,16,134.0,73
dur,3.96,3.0,64,533.0,65
blank,3.96,3.0,0,0.0,36
dur,3.96,3.0,32,267.0,22
blank,3.96,3.0,0,0.0,11
dur,3.96,3.0,2,17.0,12
dur,3.96,3.0,8,67.0,72
dur,3.96,3.0,8,67.0,2
dur,3.96,3.0,16,134.0,52
blank,3.96,3.0,0,0.0,26
blank,3.96,3.0,0,0.0,43
blank,3.96,3.0,0,0.0,41
dur,3.96,3.0,4,33.0,30
blank,3.96,3.0,0,0.0,45
dur,3.96,3.0,8,67.0,42
dur,3.96,3.0,2,17.0,48
dur,3.96,3.0,2,17.0,31
dur,3.96,3.0,32,267.0,70
blank,3.96,3.0,0,0.0,57
isi,3.96,3.0,4,33.0,32
dur,3.96,3.0,0,0.0,55
dur,3.96,3.0,32,267.0,77
isi,3.96,3.0,16,134.0,24
dur,3.96,3.0,16,134.0,37
isi,3.96,3.0,8,67.0,6
blank,3.96,3.0,0,0.0,67
blank,3.96,3.0,0,0.0,0
blank,3.96,3.0,0,0.0,44
dur,3.96,3.0,64,533.0,20
dur,3.96,3.0,64,533.0,61
dur,3.96,3.0,4,33.0,76
dur,3.96,3.0,2,17.0,53
isi,3.96,3.0,64,533.0,5
isi,3.96,3.0,64,533.0,9
dur,3.96,3.0,4,33.0,7
blank,3.96,3.0,0,0.0,63
isi,3.96,3.0,32,267.0,58
dur,3.96,3.0,0,0.0,56
dur,3.96,3.0,0,0.0,40
blank,3.96,3.0,0,0.0,16
isi,3.96,3.0,8,67.0,60
isi,3.96,3.0,4,33.0,10
isi,3.96,3.0,16,134.0,46
isi,3.96,3.0,16,134.0,66
blank,3.96,3.0,0,0.0,17
blank,3.96,3.0,0,0.0,23
dur,3.96,3.0,8,67.0,54
dur,3.96,3.0,32,267.0,50
dur,3.96,3.0,8,67.0,21
