type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,64,533.0,71
isi,3.96,3.0,64,533.0,18
blank,3.96,3.0,0,0.0,73
dur,3.96,3.0,16,134.0,20
blank,3.96,3.0,0,0.0,19
dur,3.96,3.0,8,67.0,34
isi,3.96,3.0,32,267.0,0
isi,3.96,3.0,2,17.0,22
dur,3.96,3.0,4,33.0,72
dur,3.96,3.0,16,134.0,50
isi,3.96,3.0,32,267.0,49
isi,3.96,3.0,8,67.0,39
dur,3.96,3.0,4,33.0,6
dur,3.96,3.0,8,67.0,10
dur,3.96,3.0,64,533.0,9
dur,3.96,3.0,2,17.0,57
dur,3.96,3.0,16,134.0,35
blank,3.96,3.0,0,0.0,60
dur,3.96,3.0,16,134.0,29
blank,3.96,3.0,0,0.0,25
blank,3.96,3.0,0,0.0,54
blank,3.96,3.0,0,0.0,36
dur,3.96,3.0,2,17.0,16
isi,3.96,3.0,32,267.0,11
dur,3.96,3.0,2,17.0,12
isi,3.96,3.0,4,33.0,33
blank,3.96,3.0,0,0.0,66
dur,3.96,3.0,64,533.0,14
isi,3.96,3.0,64,533.0,63
isi,3.96,3.0,2,17.0,2
isi,3.96,3.0,16,134.0,45
dur,3.96,3.0,16,134.0,48
isi,3.96,3.0,2,17.0,23
isi,3.96,3.0,16,134.0,43
isi,3.96,3.0,16,134.0,5
isi,3.96,3.0,32,267.0,17
isi,3.96,3.0,2,17.0,28
blank,3.96,3.0,0,0.0,38
isi,3.96,3.0,64,533.0,44
isi,3.96,3.0,8,67.0,46
isi,3.96,3.0,64,533.0,53
dur,3.96,3.0,2,17.0,30
dur,3.96,3.0,2,17.0,21
dur,3.96,3.0,8,67.0,56
dur,3.96,3.0,64,533.0,3
blank,3.96,3.0,0,0.0,67
isi,3.96,3.0,8,67.0,1
isi,3.96,3.0,4,33.0,65
dur,3.96,3.0,8,67.0,37
isi,3.96,3.0,4,33.0,13
blank,3.96,3.0,0,0.0,4
blank,3.96,3.0,0,0.0,61
blank,3.96,3.0,0,0.0,64
blank,3.96,3.0,0,0.0,59
isi,3.96,3.0,8,67.0,7
dur,3.96,3.0,0,0.0,52
isi,3.96,3.0,16,134.0,31
isi,3.96,3.0,2,17.0,77
dur,3.96,3.0,4,33.0,76
dur,3.96,3.0,32,267.0,32
dur,3.96,3.0,32,267.0,58
dur,3.96,3.0,32,267.0,27
blank,3.96,3.0,0,0.0,78
dur,3.96,3.0,0,0.0,42
dur,3.96,3.0,32,267.0,24
isi,3.96,3.0,8,67.0,69
dur,3.96,3.0,32,267.0,8
dur,3.96,3.0,8,67.0,62
dur,3.96,3.0,0,0.0,75
blank,3.96,3.0,0,0.0,40
dur,3.96,3.0,64,533.0,68
dur,3.96,3.0,64,533.0,41
blank,3.96,3.0,0,0.0,47
dur,3.96,3.0,0,0.0,15
dur,3.96,3.0,4,33.0,51
dur,3.96,3.0,4,33.0,55
dur,3.96,3.0,0,0.0,26
isi,3.96,3.0,4,33.0,74
blank,3.96,3.0,0,0.0,70
