type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
blank,3.96,3.0,0,0.0,76
isi,3.96,3.0,4,33.0,70
dur,3.96,3.0,4,33.0,3
dur,3.96,3.0,2,17.0,59
isi,3.96,3.0,8,67.0,2
isi,3.96,3.0,16,134.0,35
dur,3.96,3.0,16,134.0,30
isi,3.96,3.0,4,33.0,36
dur,3.96,3.0,8,67.0,61
dur,3.96,3.0,4,33.0,28
dur,3.96,3.0,16,134.0,45
blank,3.96,3.0,0,0.0,7
blank,3.96,3.0,0,0.0,43
blank,3.96,3.0,0,0.0,13
dur,3.96,3.0,4,33.0,39
blank,3.96,3.0,0,0.0,9
dur,3.96,3.0,8,67.0,66
blank,3.96,3.0,0,0.0,65
dur,3.96,3.0,2,17.0,18
isi,3.96,3.0,2,17.0,53
dur,3.96,3.0,16,134.0,71
isi,3.96,3.0,8,67.0,69
isi,3.96,3.0,4,33.0,46
blank,3.96,3.0,0,0.0,55
dur,3.96,3.0,4,33.0,14
isi,3.96,3.0,16,134.0,22
dur,3.96,3.0,64,533.0,62
isi,3.96,3.0,4,33.0,26
blank,3.96,3.0,0,0.0,11
dur,3.96,3.0,2,17.0,33
isi,3.96,3.0,32,267.0,64
dur,3.96,3.0,64,533.0,50
isi,3.96,3.0,16,134.0,44
isi,3.96,3.0,16,134.0,16
dur,3.96,3.0,2,17.0,21
isi,3.96,3.0,16,134.0,42
blank,3.96,3.0,0,0.0,74
isi,3.96,3.0,4,33.0,77
blank,3.96,3.0,0,0.0,24
blank,3.96,3.0,0,0.0,17
isi,3.96,3.0,32,267.0,51
dur,3.96,3.0,32,267.0,48
dur,3.96,3.0,32,267.0,72
dur,3.96,3.0,8,67.0,10
dur,3.96,3.0,0,0.0,1
blank,3.96,3.0,0,0.0,12
isi,3.96,3.0,64,533.0,15
blank,3.96,3.0,0,0.0,49
blank,3.96,3.0,0,0.0,78
isi,3.96,3.0,8,67.0,60
isi,3.96,3.0,8,67.0,5
dur,3.96,3.0,8,67.0,57
isi,3.96,3.0,64,533.0,56
dur,3.96,3.0,8,67.0,25
isi,3.96,3.0,2,17.0,37
blank,3.96,3.0,0,0.0,40
dur,3.96,3.0,0,0.0,75
blank,3.96,3.0,0,0.0,68
dur,3.96,3.0,0,0.0,20
isi,3.96,3.0,32,267.0,63
dur,3.96,3.0,2,17.0,6
isi,3.96,3.0,64,533.0,19
dur,3.96,3.0,0,0.0,29
dur,3.96,3.0,16,134.0,23
dur,3.96,3.0,4,33.0,47
isi,3.96,3.0,32,267.0,54
isi,3.96,3.0,32,267.0,8
dur,3.96,3.0,64,533.0,0
isi,3.96,3.0,2,17.0,31
dur,3.96,3.0,32,267.0,73
blank,3.96,3.0,0,0.0,34
dur,3.96,3.0,64,533.0,32
dur,3.96,3.0,32,267.0,4
isi,3.96,3.0,2,17.0,52
isi,3.96,3.0,64,533.0,38
isi,3.96,3.0,64,533.0,27
dur,3.96,3.0,32,267.0,67
blank,3.96,3.0,0,0.0,41
isi,3.96,3.0,2,17.0,58
