type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,64,533.0,0
dur,3.96,3.0,64,533.0,1
dur,3.96,3.0,16,134.0,2
dur,5.28,4.0,16,134.0,3
isi,5.28,4.0,4,33.0,4
isi,9.24,7.0,4,33.0,5
dur,10.56,8.0,8,67.0,6
isi,3.96,3.0,2,17.0,7
isi,3.96,3.0,16,134.0,8
dur,3.96,3.0,32,267.0,9
isi,5.28,4.0,8,67.0,10
dur,3.96,3.0,4,33.0,11
dur,3.96,3.0,4,33.0,12
dur,7.92,6.0,64,533.0,13
isi,7.92,6.0,8,67.0,14
isi,11.88,9.0,64,533.0,15
dur,3.96,3.0,32,267.0,16
isi,6.6000000000000005,5.0,2,17.0,17
isi,5.28,4.0,8,67.0,18
isi,10.56,8.0,16,134.0,19
isi,6.6000000000000005,5.0,2,17.0,20
dur,6.6000000000000005,5.0,0,0.0,21
dur,5.28,4.0,8,67.0,22
dur,6.6000000000000005,5.0,8,67.0,23
dur,13.200000000000001,10.0,0,0.0,24
dur,3.96,3.0,64,533.0,25
dur,7.92,6.0,2,17.0,26
dur,5.28,4.0,0,0.0,27
dur,6.6000000000000005,5.0,4,33.0,28
dur,3.96,3.0,2,17.0,29
isi,9.24,7.0,32,267.0,30
dur,7.92,6.0,16,134.0,31
dur,5.28,4.0,32,267.0,32
isi,3.96,3.0,64,533.0,33
isi,9.24,7.0,32,267.0,34
dur,5.28,4.0,2,17.0,35
isi,6.6000000000000005,5.0,16,134.0,36
isi,3.96,3.0,4,33.0,37
isi,3.96,3.0,32,267.0,38
