type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,13.200000000000001,10.0,16,134.0,0
isi,3.96,3.0,8,67.0,1
dur,3.96,3.0,0,0.0,2
dur,5.28,4.0,4,33.0,3
dur,5.28,4.0,0,0.0,4
dur,6.6000000000000005,5.0,2,17.0,5
isi,3.96,3.0,4,33.0,6
dur,5.28,4.0,32,267.0,7
isi,3.96,3.0,2,17.0,8
isi,6.6000000000000005,5.0,4,33.0,9
dur,7.92,6.0,16,134.0,10
isi,3.96,3.0,64,533.0,11
isi,3.96,3.0,16,134.0,12
isi,3.96,3.0,8,67.0,13
dur,9.24,7.0,4,33.0,14
dur,5.28,4.0,4,33.0,15
dur,3.96,3.0,32,267.0,16
isi,3.96,3.0,32,267.0,17
isi,6.6000000000000005,5.0,4,33.0,18
dur,3.96,3.0,64,533.0,19
isi,6.6000000000000005,5.0,2,17.0,20
dur,5.28,4.0,0,0.0,21
dur,6.6000000000000005,5.0,8,67.0,22
isi,7.92,6.0,64,533.0,23
dur,5.28,4.0,64,533.0,24
isi,7.92,6.0,32,267.0,25
dur,5.28,4.0,32,267.0,26
dur,5.28,4.0,16,134.0,27
dur,10.56,8.0,8,67.0,28
dur,5.28,4.0,16,134.0,29
dur,9.24,7.0,2,17.0,30
dur,7.92,6.0,64,533.0,31
isi,3.96,3.0,16,134.0,32
isi,9.24,7.0,64,533.0,33
isi,6.6000000000000005,5.0,32,267.0,34
isi,11.88,9.0,2,17.0,35
dur,3.96,3.0,2,17.0,36
isi,3.96,3.0,8,67.0,37
dur,10.56,8.0,8,67.0,38
