type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,6.6000000000000005,5.0,2,17.0,0
dur,9.24,7.0,8,67.0,1
dur,3.96,3.0,4,33.0,2
isi,6.6000000000000005,5.0,16,134.0,3
dur,3.96,3.0,16,134.0,4
isi,5.28,4.0,16,134.0,5
dur,9.24,7.0,2,17.0,6
dur,6.6000000000000005,5.0,2,17.0,7
dur,3.96,3.0,0,0.0,8
isi,9.24,7.0,4,33.0,9
dur,6.6000000000000005,5.0,0,0.0,10
dur,6.6000000000000005,5.0,4,33.0,11
dur,3.96,3.0,64,533.0,12
dur,10.56,8.0,4,33.0,13
dur,3.96,3.0,2,17.0,14
isi,3.96,3.0,2,17.0,15
dur,10.56,8.0,32,267.0,16
dur,6.6000000000000005,5.0,32,267.0,17
isi,5.28,4.0,32,267.0,18
dur,3.96,3.0,8,67.0,19
dur,3.96,3.0,32,267.0,20
isi,3.96,3.0,4,33.0,21
isi,7.92,6.0,2,17.0,22
dur,5.28,4.0,64,533.0,23
dur,5.28,4.0,8,67.0,24
isi,7.92,6.0,64,533.0,25
isi,3.96,3.0,32,267.0,26
isi,11.88,9.0,32,267.0,27
isi,13.200000000000001,10.0,8,67.0,28
dur,5.28,4.0,16,134.0,29
dur,3.96,3.0,16,134.0,30
isi,5.28,4.0,64,533.0,31
isi,3.96,3.0,4,33.0,32
isi,7.92,6.0,8,67.0,33
dur,5.28,4.0,64,533.0,34
dur,7.92,6.0,0,0.0,35
isi,5.28,4.0,8,67.0,36
isi,5.28,4.0,16,134.0,37
isi,3.96,3.0,64,533.0,38
