type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,7.92,6.0,0,0.0,0
dur,3.96,3.0,64,533.0,1
isi,3.96,3.0,64,533.0,2
dur,9.24,7.0,2,17.0,3
isi,5.28,4.0,4,33.0,4
dur,6.6000000000000005,5.0,32,267.0,5
dur,3.96,3.0,2,17.0,6
isi,10.56,8.0,2,17.0,7
isi,7.92,6.0,4,33.0,8
dur,5.28,4.0,2,17.0,9
dur,3.96,3.0,0,0.0,10
isi,3.96,3.0,32,267.0,11
dur,3.96,3.0,32,267.0,12
dur,5.28,4.0,4,33.0,13
isi,6.6000000000000005,5.0,32,267.0,14
isi,9.24,7.0,64,533.0,15
dur,9.24,7.0,16,134.0,16
dur,6.6000000000000005,5.0,16,134.0,17
isi,3.96,3.0,64,533.0,18
dur,6.6000000000000005,5.0,8,67.0,19
dur,5.28,4.0,64,533.0,20
isi,5.28,4.0,2,17.0,21
dur,3.96,3.0,32,267.0,22
isi,6.6000000000000005,5.0,16,134.0,23
isi,5.28,4.0,8,67.0,24
dur,5.28,4.0,4,33.0,25
dur,11.88,9.0,8,67.0,26
dur,6.6000000000000005,5.0,0,0.0,27
isi,5.28,4.0,16,134.0,28
dur,3.96,3.0,64,533.0,29
isi,3.96,3.0,32,267.0,30
dur,13.200000000000001,10.0,4,33.0,31
dur,7.92,6.0,16,134.0,32
isi,7.92,6.0,8,67.0,33
dur,3.96,3.0,8,67.0,34
isi,5.28,4.0,8,67.0,35
isi,3.96,3.0,4,33.0,36
isi,3.96,3.0,16,134.0,37
isi,10.56,8.0,2,17.0,38
