type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,8,67.0,0
isi,5.28,4.0,16,134.0,1
dur,5.28,4.0,32,267.0,2
dur,5.28,4.0,8,67.0,3
isi,3.96,3.0,2,17.0,4
isi,5.28,4.0,32,267.0,5
dur,3.96,3.0,64,533.0,6
isi,5.28,4.0,4,33.0,7
dur,7.92,6.0,4,33.0,8
dur,11.88,9.0,16,134.0,9
dur,3.96,3.0,32,267.0,10
isi,3.96,3.0,2,17.0,11
isi,7.92,6.0,32,267.0,12
dur,3.96,3.0,4,33.0,13
dur,3.96,3.0,2,17.0,14
dur,5.28,4.0,64,533.0,15
isi,9.24,7.0,2,17.0,16
dur,3.96,3.0,32,267.0,17
dur,3.96,3.0,16,134.0,18
isi,3.96,3.0,16,134.0,19
dur,5.28,4.0,2,17.0,20
isi,9.24,7.0,8,67.0,21
isi,6.6000000000000005,5.0,4,33.0,22
isi,5.28,4.0,64,533.0,23
dur,10.56,8.0,0,0.0,24
isi,7.92,6.0,64,533.0,25
dur,3.96,3.0,64,533.0,26
dur,3.96,3.0,4,33.0,27
dur,10.56,8.0,16,134.0,28
isi,6.6000000000000005,5.0,16,134.0,29
isi,6.6000000000000005,5.0,32,267.0,30
dur,13.200000000000001,10.0,2,17.0,31
dur,3.96,3.0,8,67.0,32
isi,6.6000000000000005,5.0,8,67.0,33
dur,6.6000000000000005,5.0,0,0.0,34
isi,9.24,7.0,8,67.0,35
isi,3.96,3.0,64,533.0,36
isi,6.6000000000000005,5.0,4,33.0,37
dur,7.92,6.0,0,0.0,38
