type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,64,533.0,0
isi,3.96,3.0,2,17.0,1
isi,7.92,6.0,4,33.0,2
dur,5.28,4.0,8,67.0,3
dur,5.28,4.0,64,533.0,4
dur,9.24,7.0,16,134.0,5
dur,3.96,3.0,4,33.0,6
isi,9.24,7.0,8,67.0,7
dur,13.200000000000001,10.0,32,267.0,8
dur,3.96,3.0,2,17.0,9
isi,10.56,8.0,8,67.0,10
dur,3.96,3.0,8,67.0,11
isi,6.6000000000000005,5.0,64,533.0,12
dur,6.6000000000000005,5.0,2,17.0,13
isi,5.28,4.0,32,267.0,14
isi,10.56,8.0,8,67.0,15
dur,3.96,3.0,32,267.0,16
dur,5.28,4.0,64,533.0,17
isi,11.88,9.0,2,17.0,18
dur,6.6000000000000005,5.0,0,0.0,19
isi,6.6000000000000005,5.0,32,267.0,20
isi,3.96,3.0,4,33.0,21
dur,7.92,6.0,2,17.0,22
dur,6.6000000000000005,5.0,16,134.0,23
dur,6.6000000000000005,5.0,0,0.0,24
dur,3.96,3.0,0,0.0,25
dur,3.96,3.0,16,134.0,26
isi,5.28,4.0,16,134.0,27
isi,5.28,4.0,2,17.0,28
isi,5.28,4.0,4,33.0,29
dur,7.92,6.0,4,33.0,30
dur,3.96,3.0,64,533.0,31
dur,3.96,3.0,4,33.0,32
isi,3.96,3.0,64,533.0,33
dur,5.28,4.0,32,267.0,34
isi,3.96,3.0,32,267.0,35
isi,7.92,6.0,16,134.0,36
dur,5.28,4.0,8,67.0,37
isi,9.24,7.0,16,134.0,38
