type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,16,134.0,0
isi,6.6000000000000005,5.0,64,533.0,1
isi,5.28,4.0,16,134.0,2
dur,3.96,3.0,64,533.0,3
isi,5.28,4.0,4,33.0,4
isi,5.28,4.0,16,134.0,5
isi,3.96,3.0,32,267.0,6
dur,5.28,4.0,64,533.0,7
isi,3.96,3.0,2,17.0,8
dur,7.92,6.0,0,0.0,9
isi,13.200000000000001,10.0,8,67.0,10
dur,15.84,12.0,32,267.0,11
dur,3.96,3.0,64,533.0,12
dur,3.96,3.0,4,33.0,13
dur,9.24,7.0,4,33.0,14
dur,6.6000000000000005,5.0,8,67.0,15
dur,3.96,3.0,8,67.0,16
dur,11.88,9.0,0,0.0,17
isi,5.28,4.0,2,17.0,18
isi,6.6000000000000005,5.0,64,533.0,19
isi,9.24,7.0,64,533.0,20
dur,7.92,6.0,2,17.0,21
isi,5.28,4.0,8,67.0,22
dur,3.96,3.0,4,33.0,23
isi,6.6000000000000005,5.0,4,33.0,24
dur,3.96,3.0,16,134.0,25
isi,7.92,6.0,2,17.0,26
dur,6.6000000000000005,5.0,2,17.0,27
dur,3.96,3.0,16,134.0,28
isi,6.6000000000000005,5.0,4,33.0,29
isi,10.56,8.0,32,267.0,30
dur,14.520000000000001,11.0,2,17.0,31
dur,9.24,7.0,16,134.0,32
dur,7.92,6.0,32,267.0,33
isi,3.96,3.0,32,267.0,34
dur,10.56,8.0,0,0.0,35
isi,3.96,3.0,8,67.0,36
dur,5.28,4.0,8,67.0,37
dur,11.88,9.0,32,267.0,38
